#NAME	GSM553736	GSM553737	GSM553738	GSM553739	GSM553740	GSM553741	GSM553742	GSM553743	GSM553744	GSM553745	GSM553746	GSM553747
#CLASS:Treatment	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS
#CLASS:Donor	21	21	21	46	46	46	86	86	86	92	92	92
NM_206933.1	6.751969	6.661827	6.671873	6.791556	6.779873	6.72505	6.556483	6.748154	6.612836	6.960399	6.773615	6.610821
NM_170695.2	6.761951	6.794546	6.78114	6.65628	6.705887	6.691853	6.743927	6.623968	6.65174	6.829763	6.757748	6.566756
NM_001042472.1	8.930083	7.917722	8.553372	9.078814	8.241925	8.666172	9.233834	8.306362	9.034581	9.403756	8.236469	9.135785
NM_001080462.1	6.796791	6.818094	6.706758	6.787065	6.793169	6.756603	6.618146	6.675697	6.780557	6.773225	6.72154	6.551994
NM_001080520.1	6.575648	6.761951	6.639053	6.714866	6.864514	6.748891	6.654901	6.99101	6.680856	6.603285	6.6019	6.795195
NM_001037637.1	7.803027	7.91121	7.910224	8.041972	8.463851	7.759031	7.753662	7.972497	7.705417	7.7021	7.755956	7.777885
NM_003918.2	6.52269	6.448463	6.57948	6.684499	6.597336	6.514611	6.54923	6.500543	6.588837	6.521023	6.500834	6.551994
NM_001042417.1	6.853021	6.81679	6.729507	6.63428	6.853104	6.868023	6.715111	6.746756	6.712299	6.672965	6.782275	6.804082
NM_198097.1	8.910092	9.364907	9.04734	9.874749	9.765327	9.68543	9.195491	9.165146	8.733712	9.872096	9.88373	9.589133
NM_001029839.1	6.745498	6.495166	6.596826	6.466911	6.558018	6.655218	6.653699	6.60834	6.644523	6.386106	6.743497	6.531161
NM_198427.1	6.450733	6.555145	6.558965	6.556106	6.511411	6.470571	6.573012	6.558397	6.479168	6.72154	6.548073	6.502721
NM_001002811.1	6.772848	6.76434	6.726135	6.75023	6.632209	6.884615	6.747532	6.696094	6.747831	6.969205	6.665593	6.698081
NM_052923.1	6.54452	6.610262	6.464783	6.783881	6.648364	6.648152	6.628872	6.580992	6.43807	6.55706	6.731279	6.49085
NM_016180.3	6.638776	6.581356	6.544175	6.400988	6.529417	6.648152	6.61357	6.539214	6.484189	6.468536	6.496061	6.521023
NM_005054.2	6.696872	6.686125	6.779832	6.667795	6.689704	6.676915	6.846378	6.669274	6.689785	6.78827	6.783515	6.62969
NM_015967.3	8.395896	8.233557	8.26967	8.475088	7.896497	8.61349	8.74283	8.671575	8.59726	7.916254	7.845733	7.819852
NM_001005333.1	6.583611	6.72125	6.573106	6.489784	6.607809	6.679889	6.63348	6.55008	6.70683	6.653089	6.578876	6.688733
NM_001008540.1	6.646395	6.602273	6.811312	6.511212	6.507471	6.748891	6.69083	6.717424	6.590224	6.615494	6.707272	6.663803
NM_000368.3	9.706025	9.547318	9.415082	9.655736	9.071247	9.44479	9.564399	9.46819	9.65058	9.712405	9.430886	9.636996
NR_003082.1	8.068232	8.397725	8.245905	7.986348	7.51146	8.244577	8.35345	8.286882	8.157014	8.288074	8.115943	7.776885
NM_018406.3	6.340399	6.38947	6.350523	6.468633	6.390439	6.541524	6.347364	6.470571	6.432188	6.598111	6.408886	6.446869
NM_001850.3	6.465994	6.579574	6.648107	6.6276	6.509483	6.623068	6.461831	6.559837	6.631212	6.473805	6.598996	6.574799
NM_031208.1	8.59154	8.640477	8.349102	9.336801	9.003596	8.377923	8.718208	8.920901	8.591871	8.992531	8.823242	8.454923
NM_001005176.1	7.719526	7.862263	7.945574	7.680218	7.981439	7.809138	7.694426	7.581896	7.790577	7.31675	7.801103	7.858668
NM_003792.2	10.70776	10.68644	11.01662	10.08305	11.05756	10.73821	10.73486	10.60431	10.49935	10.53743	10.66989	10.6619
NM_000633.2	8.594187	8.765322	8.211387	8.618418	8.928471	8.120484	8.316368	8.489602	7.865579	8.369921	8.802757	8.101555
NM_170754.2	6.632037	6.653699	6.618729	6.480005	6.378055	6.630898	6.450682	6.541917	6.54923	6.411361	6.52417	6.610821
NM_017451.1	6.740963	6.657626	6.724121	6.643884	6.69837	6.572062	6.759731	6.697743	6.689785	6.771346	6.681621	6.604309
NM_002943.2	6.499786	6.582862	6.481158	6.572243	6.544617	6.68485	6.612479	6.410567	6.526884	6.55706	6.567702	6.62969
NM_001031749.1	6.661872	6.708639	6.673409	6.723846	6.632209	6.700141	6.616781	6.690653	6.709486	6.626933	6.742375	6.655399
NM_172236.1	6.548073	6.647463	6.704908	6.670524	6.589537	6.602912	6.671391	6.615494	6.673584	6.503919	6.575259	6.651041
NM_005635.2	6.543067	6.596826	6.552097	6.303323	6.502429	6.709063	6.453917	6.559837	6.601821	6.512595	6.502429	6.464783
NM_001003.2	14.54386	14.62226	14.60087	14.49485	14.48859	14.62226	14.49485	14.57933	14.49485	14.60087	14.65218	14.48155
NM_138927.1	11.18299	11.09801	10.96647	11.35236	11.06946	11.35089	11.20209	11.18489	11.18937	11.19954	11.10071	10.93377
NM_001726.2	6.696872	6.593765	6.542493	6.580898	6.607809	6.405865	6.587528	6.678233	6.716401	6.741002	6.525999	6.640263
NM_174886.1	6.615494	6.711106	6.637344	6.553534	6.612938	6.637969	6.561264	6.475413	6.538148	6.565093	6.72154	6.762205
NM_001077494.1	6.492576	6.522204	6.506779	6.508666	6.487783	6.63428	6.51785	6.483164	6.506438	6.576723	6.65598	6.621702
NM_001075098.1	7.237559	7.234636	7.281515	7.331433	7.516264	7.195506	7.569225	7.262225	7.263443	7.373988	7.257816	7.276176
NM_001042353.1	6.791012	6.54893	6.676738	6.7118	6.617687	6.862684	6.707525	6.674295	6.805954	6.689866	6.705887	6.682977
NM_080646.1	6.665593	6.734138	6.852945	6.823875	6.890924	6.864217	6.790118	6.730173	6.743927	6.717424	6.801379	6.815039
NM_033240.2	6.625247	6.624526	6.683806	6.736183	6.856831	6.644612	6.839489	6.684763	6.713935	6.704345	6.740004	6.541917
NM_024612.3	8.646764	8.584261	8.65521	8.645313	8.610378	8.655415	8.654347	8.591209	8.578903	8.661588	8.55646	8.528607
NM_020815.1	6.712695	6.741166	6.831772	6.535237	6.507471	6.735564	6.83734	6.821674	6.631212	6.667706	6.760798	6.519082
NM_130795.2	6.646395	6.83734	6.687142	6.607671	6.57017	6.842768	6.681377	6.66775	6.765769	6.52417	6.65598	6.688733
NM_173555.1	6.875419	6.826544	6.862304	6.963845	6.994586	7.035852	6.832191	6.794663	6.949178	6.858852	6.788345	6.806576
NM_145637.1	6.56049	6.650775	6.806821	6.533836	6.617687	6.649888	6.706227	6.774724	6.612836	6.718695	6.591724	6.792937
NM_001080412.1	7.043886	6.954295	7.018788	7.152841	7.091766	6.897269	6.946321	7.188403	6.86077	7.03727	6.792661	7.018259
NM_017843.3	7.02016	7.078703	6.991962	7.097881	7.013641	7.071989	6.991075	7.027864	7.098907	7.14896	7.218261	7.119086
NM_001032731.1	7.637407	9.057625	7.57272	7.792193	9.19822	7.726782	7.431919	7.587759	7.249224	7.163489	8.775495	6.955092
NM_001013653.1	6.960399	6.661827	7.069948	6.61796	6.687892	6.822083	7.139479	7.047029	7.480405	7.326994	6.792661	7.299006
NM_152902.3	7.842274	8.093904	7.914663	7.73366	7.914075	8.114582	7.941437	7.986789	7.625855	7.780357	8.102484	7.543306
NM_178324.1	12.75482	13.20124	13.09288	12.71022	12.02534	13.05318	12.93555	13.06999	12.8425	13.06279	12.9419	12.40855
NM_005011.2	6.565374	6.585844	6.640754	6.652773	6.540669	6.579307	6.493224	6.580992	6.515835	6.640656	6.805679	6.646669
NM_015859.2	6.593309	6.522204	6.760305	6.533836	6.769177	6.481782	6.59069	6.533308	6.561641	6.581683	6.625794	6.668313
NM_138999.1	6.374056	6.381141	6.571076	6.5127	6.57741	6.514611	6.432344	6.470571	6.476236	6.481376	6.413596	6.460399
NM_205834.2	6.640754	6.727825	6.627071	6.6276	6.813458	6.769177	6.765483	6.637061	6.6794	6.84137	6.683269	6.576774
NM_032464.2	7.005775	6.815277	6.9728	7.070684	6.895564	7.225512	7.439568	7.197423	7.389407	7.078119	6.938657	7.436591
NM_014522.1	6.527766	6.591724	6.55706	6.600618	6.522599	6.609821	6.55066	6.642177	6.588837	6.616967	6.64862	6.780983
NM_002037.3	9.505419	9.140534	9.37776	9.429808	9.22293	9.83398	9.169428	9.523547	9.415779	9.163153	9.21757	9.240234
NM_001080443.1	6.473304	6.542493	6.487944	6.484484	6.599042	6.537958	6.556483	6.500543	6.462555	6.642177	6.631577	6.672722
NM_012102.3	6.47189	6.525423	6.606968	6.476033	6.705887	6.559837	6.508045	6.602742	6.561641	6.512595	6.38264	6.525217
NM_016651.5	6.625247	6.481782	6.547886	6.568091	6.57017	6.556681	6.602833	6.58388	6.574708	6.702623	6.665593	6.508767
NM_134269.1	6.626703	6.763016	6.763428	6.665147	6.691442	6.772276	6.673584	6.696094	6.547886	6.763016	6.732317	6.899509
NM_001042377.1	6.628872	6.473304	6.640754	6.426608	6.614312	6.485289	6.439738	6.439108	6.462555	6.50737	6.668782	6.466462
NM_001080779.1	6.584738	6.55066	6.53089	6.601727	6.564858	6.494666	6.543364	6.457234	6.480921	6.568472	6.512796	6.439638
NM_175064.2	6.481423	6.674643	6.676738	6.499628	6.646845	6.491283	6.439738	6.587156	6.428682	6.489582	6.593309	6.610821
NM_182518.2	6.992029	6.886196	6.909617	6.945249	7.13533	7.109417	7.002696	6.976277	7.111622	6.858852	7.039502	6.943071
NM_032682.4	6.826131	7.101886	6.934592	6.984047	7.00743	6.876551	6.934956	6.908029	6.756845	6.829763	7.016471	7.004314
NM_032128.2	6.536787	6.491376	6.545678	6.485887	6.457327	6.566948	6.397472	6.568091	6.56316	6.49418	6.47016	6.554389
NM_139067.1	6.726135	7.030093	6.98847	6.826787	6.744468	6.898704	6.794868	6.949596	6.685018	6.839571	6.71734	6.736652
NM_017844.2	6.69083	6.665811	6.833152	6.585103	6.718007	6.643257	6.656029	6.775814	6.72072	6.766628	6.75072	6.564769
NM_080415.1	6.564299	6.696094	6.782626	6.646307	6.682597	6.65815	6.58604	6.779279	6.569107	6.884652	6.844768	6.762205
NM_006817.3	9.492214	9.28327	9.288607	9.606583	9.798452	9.552784	9.758898	9.544283	9.37776	9.5828	9.478628	9.526276
NM_024763.3	6.570676	6.727825	6.734457	6.652773	6.632209	6.566948	6.576774	6.67113	6.587436	6.947187	6.627326	6.540172
NM_184043.1	6.716741	6.796873	6.893756	6.756167	6.741412	6.804323	6.828664	6.78827	6.659494	6.710599	6.796635	6.808761
NM_001029896.1	7.047098	7.044342	6.981852	7.069948	7.092911	7.031195	6.761951	7.095602	7.187096	6.870973	7.036681	6.931109
NM_199427.1	6.625247	6.625794	6.534747	6.744338	6.547886	6.709063	6.576774	6.669274	6.608802	6.620148	6.67158	6.59599
NM_002953.3	6.644254	6.648719	6.598779	6.606596	6.689704	6.63428	6.558262	6.601121	6.552097	6.63239	6.587156	6.554389
NM_198399.1	6.849884	6.517414	6.821526	6.731442	6.585652	6.729017	6.714112	6.705887	6.55066	6.65598	6.732317	6.826787
NM_001040125.1	6.516329	6.552193	6.55706	6.44077	6.645042	6.583231	6.425253	6.346773	6.512595	6.487995	6.564688	6.446869
NM_152330.2	6.726135	6.961472	6.801128	6.881994	6.80857	7.063435	6.888874	7.020092	6.755313	6.676132	6.775243	6.680672
NM_173343.1	6.579016	6.542493	6.538148	6.647379	6.62143	6.614759	6.559837	6.619703	6.404909	6.693165	6.693494	6.632037
NM_006178.1	6.892045	6.81095	6.75862	6.883731	6.744468	6.761258	7.005263	6.804701	6.876512	6.867631	6.876847	6.90232
NM_001002800.1	6.686661	6.661827	6.693413	6.781861	6.679283	6.789919	6.786976	6.752874	6.746587	6.804587	6.690653	6.702036
NM_005093.3	6.60141	6.606819	6.671873	6.654946	6.754276	6.612938	6.650866	6.582684	6.581451	6.773225	6.708639	6.69083
NM_018918.2	6.474718	6.844473	6.46081	6.591724	6.593765	6.518102	6.604217	6.439108	6.502429	6.397575	6.503919	6.475626
NM_016631.3	9.59317	9.583272	9.277895	9.952093	9.375222	9.531778	9.39662	9.576768	9.5934	9.503853	9.385926	9.241197
NM_001080504.1	6.986221	6.948471	6.968491	6.924234	7.046074	6.963881	7.002696	6.986578	7.000764	7.052848	6.963036	7.02699
NM_006761.3	7.678887	7.773766	7.719269	7.144311	7.741763	7.691975	7.463612	7.717516	7.749439	7.584104	7.920856	7.764555
NM_021009.3	6.607436	6.650775	6.625247	6.658691	6.600524	6.695476	6.695735	6.537769	6.564688	6.643347	6.638316	6.598204
NM_012170.2	6.489043	6.561025	6.520362	6.370368	6.470469	6.383705	6.491622	6.46101	6.525423	6.539702	6.413596	6.433283
NM_023083.2	7.676274	7.794279	7.57272	7.836708	7.673324	7.581734	7.455233	7.567239	7.274504	7.553489	7.46397	7.595635
NM_201999.1	6.840991	6.846083	6.794909	6.782842	6.946536	6.829521	6.880706	6.923692	6.834297	6.796555	6.920498	7.134399
NM_000272.2	6.494856	6.53358	6.439688	6.598111	6.437554	6.539507	6.621793	6.541917	6.702365	6.657626	6.564688	6.54952
NM_013379.2	10.66268	10.15569	10.58235	10.8974	10.43699	10.57797	10.28216	10.37153	10.15477	10.79084	10.1512	10.4921
NM_152755.1	8.201298	7.88132	8.091997	8.120484	7.797352	8.188591	8.0159	7.938759	7.881818	7.95979	7.805281	7.855163
NM_198183.1	6.538148	6.56951	6.653741	6.549424	6.482782	6.585103	6.574235	6.654857	6.603285	6.541524	6.748808	6.494282
NM_022077.3	6.663211	6.73223	6.447179	6.539702	6.556106	6.691853	6.483164	6.484883	6.418944	6.590044	6.603474	6.678233
NM_007274.3	6.525423	6.696094	6.799767	6.457543	6.661872	6.556681	6.707525	6.564858	6.514467	6.501027	6.539115	6.740925
NM_201649.2	6.785022	6.596826	6.574753	6.54452	6.522599	6.624526	6.501027	6.57948	6.573384	6.708812	6.564688	6.52328
NM_152564.3	6.743497	6.853414	6.921814	6.675785	6.677804	6.83693	6.77424	6.886346	6.742672	6.741002	6.687979	6.860383
NM_014409.3	6.746587	6.725129	6.802868	6.747986	6.955627	6.639667	6.743927	6.791481	6.686407	6.630414	6.621477	6.705887
NM_001008530.1	6.840049	6.805024	6.732622	6.797266	6.830906	6.750323	6.720314	6.767125	6.695222	6.669809	6.743497	6.838291
NM_018267.2	7.096604	6.91593	7.102331	7.098595	6.845188	6.91173	7.175481	7.012856	7.046139	7.084216	7.015292	6.914461
NM_002498.2	6.6812	6.750969	6.75592	6.531078	6.626802	6.673145	6.668925	6.66489	6.685018	6.616967	6.573846	6.632037
NM_139289.1	6.64756	6.757238	6.628872	6.591724	6.645042	6.595809	6.593676	6.449028	6.612836	6.529619	6.598996	6.593765
NM_001040192.1	6.659044	6.625794	6.620331	6.710685	6.641016	6.58986	6.73661	6.612665	6.804323	6.528258	6.616683	6.585561
NM_014283.2	6.541719	6.618584	6.729507	6.527865	6.35629	6.573846	6.55066	6.627287	6.526884	6.566756	6.5179	6.52328
NM_001033582.1	7.097168	7.134124	7.283297	6.976918	7.057577	7.180749	7.04776	7.177933	7.220147	7.167196	7.178257	7.035852
NM_001014842.1	6.94078	6.991349	6.844473	6.85494	6.964966	6.816595	6.842309	6.938859	7.013575	6.833678	6.816031	6.832821
NM_022053.1	6.603474	6.667166	6.699975	6.741496	6.642996	6.625982	6.559837	6.783881	6.6794	6.634008	6.545032	6.644567
NM_006904.6	6.673325	6.756054	6.690579	6.734091	6.721825	6.635988	6.68953	6.781376	6.997087	6.642177	6.741002	6.608565
NM_001005619.1	6.708639	6.683151	6.425253	6.582013	6.529417	6.707272	6.554878	6.637061	6.6794	6.484779	6.569209	6.554389
NM_138614.1	6.630941	6.670114	6.57948	6.736885	6.723846	6.782309	6.592043	6.774724	6.553681	6.519174	6.786001	6.615494
NM_005668.3	7.936518	7.815021	7.655014	8.171246	7.92781	7.581734	8.198849	7.762298	7.82153	8.005594	7.639841	7.586365
NM_173042.2	7.035099	6.690396	6.651041	6.983562	6.641016	6.686618	7.115031	6.83697	6.827895	7.01427	6.700185	6.675917
NM_005264.3	6.639581	6.702623	6.5645	6.457543	6.658226	6.570452	6.565137	6.726135	6.649972	6.659494	6.619781	6.56874
NM_207363.2	6.561641	6.522204	6.704908	6.719621	6.752793	6.759611	6.611187	6.58986	6.642996	6.521023	6.588368	6.541917
NM_031473.2	6.556862	6.54893	6.571076	6.518786	6.520749	6.462746	6.619477	6.67113	6.69118	6.807703	6.497653	6.435167
NM_183353.1	6.395265	6.491376	6.518878	6.434115	6.517025	6.407655	6.372874	6.651997	6.446195	6.477945	6.426822	6.475626
NM_006654.2	6.516329	6.525423	6.390324	6.397575	6.367655	6.470571	6.425253	6.520362	6.525423	6.411361	6.454068	6.406027
NM_001008222.1	6.642996	6.637792	6.46081	6.538335	6.677804	6.47642	6.666206	6.498707	6.482782	6.620148	6.576866	6.388831
NM_153816.2	6.651137	6.787308	6.586262	6.732622	6.552664	6.666556	6.715111	6.66489	6.699539	6.663167	6.818134	6.581181
NM_000887.3	9.33625	8.706361	10.152302	8.891525	8.605557	9.832841	9.379103	9.34609	10.451518	10.061155	9.658393	10.284289
NM_032973.1	6.428895	6.514425	6.562719	6.476033	6.502429	6.637969	6.430135	6.416745	6.474614	6.55706	6.522599	6.49085
NM_001080487.1	6.675697	6.608802	6.588081	6.642632	6.611378	6.619869	6.661436	6.56951	6.703484	6.514277	6.668782	6.626979
NM_001076552.1	6.678749	6.689003	6.600524	6.700566	6.62869	6.430886	6.627502	6.551717	6.615824	6.603285	6.591724	6.651041
NM_012343.3	6.496218	6.422637	6.484779	6.657626	6.491283	6.480207	6.465177	6.60834	6.591724	6.548073	6.446972	6.574799
NM_001080502.1	6.628872	6.614759	6.479065	6.745324	6.612938	6.79856	6.509483	6.450785	6.556862	6.672965	6.850228	6.598204
NM_152862.1	6.645416	6.674643	6.489496	6.760266	6.825446	6.79988	6.756167	6.878102	6.756845	6.828287	6.832821	6.745079
NM_021120.1	6.47016	6.536688	6.67508	6.636886	6.579307	6.604678	6.419536	6.598204	6.587436	6.560108	6.587156	6.486686
NM_002538.2	6.455399	6.534843	6.640754	6.517414	6.533005	6.503299	6.553534	6.430834	6.46081	6.439318	6.545032	6.456942
NM_004167.3	6.53079	6.522204	6.364353	6.585103	6.661872	6.546437	6.553534	6.503354	6.588837	6.43391	6.722852	6.663803
NM_022893.2	8.158493	8.544534	8.473246	7.963103	8.070726	8.283356	8.106457	8.271842	8.335337	8.106365	8.445292	8.359227
NM_001003827.1	6.555434	6.608802	6.5645	6.707272	6.539267	6.663389	6.395702	6.540515	6.567326	6.511015	6.58589	6.59599
NM_052858.3	6.711542	6.448463	6.47704	6.521416	6.63932	6.585103	6.554878	6.631212	6.614127	6.708812	6.485603	6.581181
NM_001019.4	11.98903	11.63606	11.81217	11.22596	12.1834	12.08115	11.34498	11.34498	11.04203	10.91614	10.99535	11.00242
NM_001042724.1	6.655399	6.639497	6.577897	6.587908	6.681112	6.671391	6.642091	6.693582	6.789878	6.565093	6.65598	6.716314
NM_175738.3	8.287392	7.877093	7.730177	7.73417	7.468681	7.360573	8.070923	8.16115	7.61902	7.710123	7.594985	7.583644
NM_020245.3	6.606506	6.595434	6.555631	6.708592	6.615684	6.511015	6.628872	6.675697	6.759411	6.809962	6.591724	6.619781
NM_004619.3	6.532912	6.552193	6.581356	6.462451	6.546257	6.604678	6.618146	6.414424	6.442942	6.445319	6.663122	6.585561
NM_013370.3	6.465994	6.409887	6.547886	6.54452	6.502429	6.537958	6.461831	6.439108	6.373306	6.491673	6.529518	6.482168
NM_001002236.1	6.8336	6.910064	7.491898	6.79856	6.922554	7.379469	6.612479	6.781376	7.26066	6.80296	7.075788	6.946027
NM_001009932.1	6.695911	6.602273	6.620331	6.755143	6.686038	6.785368	6.758418	6.656236	6.585937	6.511015	6.605132	6.716314
NM_182944.1	6.548073	6.360022	6.567326	6.47016	6.408302	6.420748	6.397472	6.447373	6.335604	6.441401	6.388831	6.381193
NM_012483.1	7.178401	7.176957	7.400322	7.130494	7.746809	7.161195	7.290192	7.47516	7.163781	7.038413	6.921778	6.893047
NM_001080493.1	7.71447	7.502275	7.834052	8.252437	7.427387	7.716203	7.618642	7.272996	7.554173	7.547951	7.371153	7.744801
NM_019036.1	6.60141	6.664539	6.75862	6.61796	6.649972	6.561443	6.602833	6.623968	6.558499	6.642177	6.540468	6.558547
NM_033326.2	6.518976	6.538738	6.430571	6.590403	6.491283	6.559837	6.599891	6.447373	6.490202	6.610262	6.444902	6.551994
NM_001078645.1	10.79675	10.74502	10.77858	11.1543	10.77023	11.11335	10.81305	10.84128	10.97153	10.74106	10.62491	10.6715
NM_006312.3	6.569303	6.670114	6.491283	6.675785	6.589537	6.679889	6.619477	6.752874	6.676738	6.576723	6.624526	6.674295
NM_006995.3	6.675697	6.973085	6.542493	6.763428	6.718007	6.770655	6.674907	6.759162	6.739624	6.702623	6.825133	6.546257
NM_138980.1	6.710685	6.687698	6.754443	6.666296	6.839892	6.676915	6.817981	6.733873	6.786722	6.769259	6.835395	6.718525
NM_001079843.1	6.640754	6.852033	6.734457	6.6276	6.832191	6.544617	6.657345	6.650953	6.703484	6.560108	6.680249	6.637969
NM_001136.3	7.081518	6.850386	6.907183	6.718525	6.827259	6.952151	6.869041	7.026678	6.822162	6.891028	6.738242	7.075344
NM_080588.1	6.79575	6.600571	6.818692	6.675785	6.676058	6.644612	6.73661	6.672809	6.761778	6.929737	6.657626	6.62969
NM_001037540.1	6.535237	6.498551	6.515498	6.539702	6.507471	6.553347	6.5449	6.573846	6.346938	6.603285	6.525999	6.444802
NM_002875.2	6.616874	6.827968	6.696364	6.675785	6.756167	6.546437	6.722721	6.687312	6.55066	6.693165	6.740004	6.482168
NM_001773.2	6.47704	6.411413	6.46081	6.554968	6.558018	6.583231	6.478234	6.453862	6.587436	6.529619	6.549856	6.529276
NM_178006.1	6.598304	6.648719	6.552097	6.694529	6.810192	6.695476	6.662322	6.704681	6.708198	6.591724	6.590144	6.68485
NM_001005746.1	6.610732	6.742672	6.52192	6.626802	6.66018	6.554968	6.529371	6.650953	6.656105	6.484779	6.483784	6.541917
NM_018622.5	9.196453	8.802912	8.852109	9.21593	9.009696	9.064982	9.179677	9.047653	8.963969	9.193597	9.072451	8.888309
NM_001002265.1	6.582433	6.595434	6.520362	6.666296	6.575356	6.519849	6.618146	6.662232	6.594781	6.538148	6.740004	6.448874
NM_176824.1	7.468289	7.371826	7.195506	7.416292	7.25105	7.184678	7.249679	7.233559	7.222038	7.255395	7.247132	7.184979
NM_001004431.1	6.68264	6.769177	6.734457	6.801678	6.819403	6.871507	6.931818	6.908029	7.168865	6.778054	6.808962	7.236992
NM_001007075.1	6.756515	6.648719	6.661917	6.474614	6.605981	6.559837	6.631212	6.612665	6.6794	6.630414	6.651306	6.572669
NM_197962.1	7.315483	7.035061	7.353989	6.924755	7.100136	7.05413	7.217486	6.997158	7.20078	7.394155	7.223018	7.321796
NM_201522.1	6.83251	6.671535	6.82851	6.477343	6.743002	6.816595	6.619477	6.60834	6.597934	6.57177	6.680249	6.556681
NM_138764.2	6.88034	6.802565	6.836243	6.888067	6.689704	6.74358	6.749811	6.854725	6.742672	6.81404	6.78714	6.907071
NM_014879.3	6.468633	6.562201	6.53089	6.430571	6.492778	6.526786	6.534843	6.465994	6.529895	6.637525	6.534382	6.492676
NM_022902.2	6.892045	7.266891	7.143872	6.886077	7.113599	6.946642	7.115031	7.251985	6.765769	7.375253	7.138063	7.044074
NM_212552.2	6.684499	6.709834	6.637344	6.599282	6.734541	6.735564	6.666206	6.72884	6.756845	6.919277	6.649888	6.725294
NM_012231.3	7.282497	7.229788	7.354744	7.323071	7.380806	7.348396	7.36792	7.036937	7.362936	7.366081	7.250124	7.316928
NM_001034955.1	6.497451	6.429627	6.466314	6.464978	6.583786	6.403437	6.55066	6.525821	6.507773	6.489582	6.543364	6.42879
NM_017450.1	7.072675	6.760917	7.049239	6.924234	6.996529	6.956004	6.934956	6.842309	7.034157	6.847479	6.878066	6.854574
NM_032112.2	9.558071	9.22215	9.474692	8.901009	9.306069	9.30902	9.347991	9.21757	9.548249	8.961692	8.944415	8.83692
